id,Date,Open,High,Low,Close,Volume,SMA-8,WMA-12
0,5/14/2012,54.51,54.61,53.64,53.67,11794600,53.67,53.67
1,5/15/2012,53.8,54.1,53.08,53.34,19779800,53.39,53.35
2,5/16/2012,53.59,54.05,52.84,53.02,15818000,53.16,53.08
3,5/17/2012,53.19,53.2,51.63,51.67,17960000,52.39,52.05
4,5/18/2012,52.02,53.17,51.43,51.53,22738200,52.33,52.14
5,5/21/2012,51.71,53.74,51.53,53.7,20695000,52.95,53.35
6,5/22/2012,53.81,54.4,53.07,53.37,15757000,52.9,53.08
7,5/23/2012,53.96,55.48,53.9,55.29,18498400,52.9,52.96
8,5/24/2012,55.82,56.39,53.93,54.76,20236800,53.13,52.83
9,5/25/2012,54.87,55.06,54.29,54.56,10169400,53.33,52.82
10,5/29/2012,54.99,55.85,54.8,55.58,12982000,53.55,52.96
11,5/30/2012,54.86,55.12,54.41,54.73,10412600,54.11,53.57
12,5/31/2012,54.83,55.08,53.91,54.89,15055200,54.57,54.33
13,6/1/2012,53.11,54.06,52.04,52.15,17456400,54.74,54.59
14,6/4/2012,52,53.97,51.49,53.9,24502800,54.57,54.89
15,6/5/2012,52.35,52.68,51.63,52.41,22337600,54.37,54.66
16,6/6/2012,53.09,53.6,52.88,53.47,13980400,54.03,54.47
17,6/7/2012,54.07,54.38,53.28,53.44,14475600,53.88,54.3
18,6/8/2012,52.84,53.76,52.39,53.59,12509800,53.57,53.8
19,6/11/2012,54.15,54.17,52.75,52.83,9770000,53.41,53.47
20,6/12/2012,53,53.43,51.87,53.04,21075400,53.11,53.03
21,6/13/2012,52.84,53.36,51.03,51.27,21445600,53.24,53.3
22,6/14/2012,51.43,52.48,51.1,52.33,16009600,52.86,53.04
23,6/15/2012,51.77,52.59,51.55,52.54,20108800,52.85,53.15
24,6/18/2012,52.34,54.29,52.25,54.18,15911000,52.72,52.96
25,6/19/2012,54.71,55.55,54.53,55.12,15032400,52.83,52.81
26,6/20/2012,55.3,55.91,55,55.64,14967200,53.04,52.67
27,6/21/2012,55.82,55.97,54,54.07,12379800,53.45,52.83
28,6/22/2012,54.27,54.73,54.04,54.64,9148800,53.59,52.96
29,6/25/2012,54.16,54.24,53.01,53.29,10005800,54.07,53.67
30,6/26/2012,53.27,54.1,53,53.95,9467000,54.21,54.14
31,6/27/2012,53.88,54.1,52.36,52.75,14015800,54.41,54.6
32,6/28/2012,52.53,52.59,51.25,52.09,15650200,54.21,54.61
33,6/29/2012,53.19,53.41,52.83,53.32,16983200,53.78,54.28
34,7/2/2012,53.44,53.44,52.15,52.79,10270800,53.44,53.73
35,7/3/2012,52.47,52.6,51.72,51.94,9112800,53.26,53.52
36,7/5/2012,52.04,52.8,51.97,52.4,8752200,52.88,53.08
37,7/6/2012,52.15,52.2,51.3,51.97,12096200,52.75,52.95
38,7/9/2012,51.77,52.4,51.72,52.39,9328600,52.47,52.58
39,7/10/2012,52.75,53.01,52.05,52.34,10558200,52.41,52.49
40,7/11/2012,52.18,52.38,51.7,52.16,8700000,52.45,52.58
41,7/12/2012,51.6,52.95,51.44,52.68,10980800,52.28,52.32
42,7/13/2012,52.43,53.69,52.16,53.61,11089600,52.27,52.19
43,7/16/2012,53.46,53.86,52.76,52.9,9318800,52.51,52.34
44,7/17/2012,53.29,53.92,52.94,53.73,8470000,52.58,52.38
45,7/18/2012,52.83,53.59,52.27,53.3,11023400,52.83,52.59
46,7/19/2012,53.33,54.28,52.9,54.2,10426200,52.96,52.74
47,7/20/2012,53.32,53.39,51.54,51.96,23471400,53.23,52.96
48,7/23/2012,51.13,51.17,49.6,50.6,21166200,53.2,53.22
49,7/24/2012,50.53,51.16,50.08,50.48,12079200,52.9,53.27
50,7/25/2012,50.5,50.7,49.86,50.41,13157800,52.45,52.98
51,7/26/2012,51.71,52.89,51.38,52.4,28380400,52.1,52.78
52,7/27/2012,46.9,48.2,46.12,47.47,56945200,51.91,52.33
53,7/30/2012,47.45,47.73,46.69,46.88,17497200,51.07,51.77
54,7/31/2012,46.97,47,45.09,45.28,30425400,50.03,50.73
55,8/1/2012,45.47,45.51,43.7,43.78,33427000,49.07,50.01
56,8/2/2012,43.6,44.18,43.04,43.16,30760200,48.1,49.38
57,8/3/2012,43.83,44.2,43.4,43.91,24472800,47.05,48.53
58,8/6/2012,44.19,44.21,43.46,43.48,19911200,46.13,47.45
59,8/7/2012,43.81,45.38,43.69,45.31,25045400,44.85,45.57
60,8/8/2012,45.28,45.4,44.9,45.29,16627200,44.54,44.84
61,8/9/2012,45.59,45.66,45.03,45.11,18177600,44.32,44.19
62,8/10/2012,45.25,45.61,45.1,45.57,13512200,44.29,43.95
63,8/13/2012,45.74,46.31,45.48,46.11,16786200,44.55,44.14
64,8/14/2012,46.5,46.69,46.23,46.43,14132000,44.97,44.59
65,8/15/2012,46.75,48.31,46.74,48.1,29404800,45.33,44.95
66,8/16/2012,48.14,48.62,47.65,48.4,19389200,45.99,45.57
67,8/17/2012,48.61,48.61,47.84,48.22,17089200,46.43,45.85
68,8/20/2012,48.25,48.4,47.85,48.05,12297800,46.85,46.24
69,8/21/2012,48.32,48.45,47.95,48.09,14280200,47.27,46.78
70,8/22/2012,48.05,48.32,47.9,48.12,11817600,47.63,47.3
71,8/23/2012,48.14,48.39,47.82,47.9,13075800,47.92,47.75
72,8/24/2012,47.69,48.78,47.01,48.7,18156200,48.13,48.17
73,8/27/2012,49,49.31,48.75,49.14,16089800,48.21,48.2
74,8/28/2012,48.94,49.51,48.89,49.36,13325600,48.32,48.18
75,8/29/2012,49.44,49.67,49.05,49.17,12303000,48.48,48.24
76,8/30/2012,49.45,50,49.4,49.71,15918200,48.64,48.39
77,8/31/2012,50.02,50.06,49.36,49.61,11868200,48.87,48.59
78,9/4/2012,49.45,49.79,49.04,49.51,10806200,49.08,48.83
79,9/5/2012,49.57,50.65,49.51,49.8,12976400,49.31,49.18
80,9/6/2012,50.26,50.99,50.1,50.84,11363200,49.47,49.37
81,9/7/2012,50.97,51.32,50.76,51.17,10288200,49.71,49.52
82,9/10/2012,51.18,51.32,50.62,50.83,13784000,49.97,49.67
83,9/11/2012,51,51.28,50.61,50.73,13456200,50.21,49.93
84,9/12/2012,50.99,51.45,50.99,51.17,11277400,50.36,50.09
85,9/13/2012,51.17,51.85,50.88,51.72,11352000,50.58,50.33
86,9/14/2012,51.85,52,50.38,50.46,24167200,50.89,50.68
87,9/17/2012,49.95,50.07,48.99,49.66,21955400,50.99,50.98
88,9/18/2012,49.56,49.64,49.08,49.25,17068800,50.82,50.97
89,9/19/2012,49.34,50.41,49.15,50.11,14277200,50.55,50.82
90,9/20/2012,49.81,51.21,49.65,51.19,18039800,50.44,50.72
91,9/21/2012,51.49,51.65,51.02,51.07,18128000,50.51,50.66
92,9/24/2012,50.9,51.43,50.6,51.16,9267000,50.49,50.5
93,9/25/2012,51.31,51.68,50.47,50.53,14178400,50.41,50.17
94,9/26/2012,50.54,51,49.81,50.1,13970800,50.42,50.16
95,9/27/2012,50.33,51.07,50,51.04,11752400,50.49,50.37
96,9/28/2012,50.56,50.96,49.89,50.71,16058600,50.74,50.74
97,10/1/2012,50.93,51.3,49.9,50.15,15432600,50.83,50.92
98,10/2/2012,50.44,50.44,48.8,49.3,21860200,50.68,50.79
99,10/3/2012,49.65,49.83,49.05,49.49,15040200,50.43,50.63
100,10/4/2012,49.89,49.93,48.76,49.1,24816200,50.19,50.39
101,10/5/2012,49.47,49.63,48.66,48.74,17917000,49.98,50.25
102,10/8/2012,48.66,49.17,48.4,48.76,15495600,49.79,50.18
103,10/9/2012,48.68,48.98,47.26,47.35,24286400,49.46,49.78
104,10/10/2012,47.74,47.81,46.62,46.95,22044000,48.98,49.35
105,10/11/2012,47.2,47.52,46.89,47.16,17288400,48.53,48.94
106,10/12/2012,47.52,47.69,47.04,47.18,17032800,48.22,48.67
107,10/15/2012,47.47,47.82,47.34,47.67,13587600,47.89,48.27
108,10/16/2012,48.03,49.28,47.88,48.96,17480600,47.69,47.92
109,10/17/2012,48.79,49.17,48.33,48.39,14531000,47.72,47.67
110,10/18/2012,48.43,48.55,47.19,47.41,19686400,47.67,47.39
111,10/19/2012,46.93,46.95,45.4,45.69,36760000,47.67,47.47
112,10/22/2012,45.73,45.74,45.09,45.3,16497400,47.49,47.61
113,10/23/2012,44.96,45.18,44.27,44.97,22447600,47.23,47.63
114,10/24/2012,45.3,45.53,45.08,45.26,17443800,46.91,47.56
115,10/25/2012,46.08,46.87,45.91,46.25,23508200,46.57,47.28
116,10/26/2012,46.05,46.2,45.38,45.87,21732800,46.18,46.59
117,10/31/2012,45.87,46.19,45,45.9,17869200,45.82,45.95
118,11/1/2012,45.74,46.74,45.39,46.62,25082400,45.61,45.5
119,11/2/2012,50.52,51.94,50.4,50.84,54965400,45.74,45.51
120,11/5/2012,50.8,51.29,50.7,51.01,20253800,46.53,45.82
121,11/6/2012,51.09,52.2,50.89,51.71,16161600,47.39,46.42
122,11/7/2012,51.24,52.3,51.09,51.81,19532000,48.31,47.19
123,11/8/2012,51.64,51.74,50.83,50.86,15438000,49.11,47.9
124,11/9/2012,50.94,51.5,50.67,50.96,14356400,49.82,48.89
125,11/12/2012,50.96,51.36,50.66,50.68,9687800,50.54,50.05
126,11/13/2012,50.42,51.02,50.05,50.31,9822400,51.12,51.18
127,11/14/2012,50,50.48,48.8,48.84,22024400,51.05,51.23
128,11/15/2012,49,49.07,48.16,48.43,15778000,50.74,51.16
129,11/16/2012,48.83,49,47.85,48.76,18604400,50.27,50.8
130,11/19/2012,48.97,50,48.95,49.74,12666600,49.83,50.31
131,11/20/2012,49.58,50.33,49.43,50.06,10971600,49.67,50.01
132,11/21/2012,49.95,50.64,49.91,50.51,8090400,49.55,49.66
133,11/23/2012,50.55,51.32,50.55,51.19,4949400,49.52,49.37
134,11/26/2012,50.85,51.03,50.49,50.89,7801000,49.65,49.2
135,11/27/2012,50.88,51.46,50.13,50.21,10800600,49.94,49.48
136,11/28/2012,50.19,51.4,49.9,51.37,10903000,50.19,49.92
137,11/29/2012,51.78,52.31,51.5,51.8,12829000,50.57,50.37
138,11/30/2012,51.42,52.01,51.04,51.87,11997400,50.86,50.65
139,12/3/2012,52.14,52.27,51.5,51.79,13776000,51.12,50.91
140,12/4/2012,51.65,51.98,50.94,51.12,12239000,51.3,51.11
141,12/5/2012,52,52.14,49.56,50.79,27640200,51.29,51.14
142,12/6/2012,51.5,53.85,51.19,53.7,49862000,51.28,51.23
143,12/7/2012,53.43,54,53.14,53.64,21244200,51.78,51.63
144,12/10/2012,53.52,53.7,52.8,52.96,14844400,52.1,51.81
145,12/11/2012,53.33,53.5,53,53.19,15011400,52.27,51.93
146,12/12/2012,53.47,54.19,53.15,53.6,18553000,52.46,52.07
147,12/13/2012,53.5,54.31,52.95,53.18,14360600,52.71,52.3
148,12/14/2012,53.2,53.75,53.06,53.36,9656200,53.01,52.78
149,12/17/2012,53.51,54.67,53.5,54.58,16114800,53.38,53.42
150,12/18/2012,54.67,54.9,54.28,54.34,15380800,53.5,53.37
151,12/19/2012,54.4,54.85,54.13,54.27,14237200,53.6,53.36
152,12/20/2012,54.53,54.61,53.7,54.21,9797800,53.79,53.57
153,12/21/2012,53.05,53.69,52.59,53.6,22153600,53.93,53.76
154,12/24/2012,53.37,54,53.33,53.69,3405800,53.93,53.84
155,12/26/2012,53.62,53.79,52.88,53.13,6094200,54.01,54.05
156,12/27/2012,53.09,53.64,52.71,53.24,9167200,53.97,54.2
157,12/28/2012,52.98,53.27,52.62,52.64,6791400,53.78,54
158,12/31/2012,52.41,53.67,52.39,53.63,9247000,53.54,53.8
159,1/2/2013,54.59,55,54.26,55,13267600,53.45,53.6
160,1/3/2013,55.07,55.61,55,55.37,14670400,53.56,53.43
161,1/4/2013,55.53,56,55.31,55.69,10911400,53.81,53.49
162,1/7/2013,55.4,55.79,55.01,55.72,8720000,54.1,53.59
163,1/8/2013,55.58,55.72,55.07,55.62,9613400,54.47,53.92
164,1/9/2013,55.89,55.9,54.33,54.63,16678400,54.81,54.32
165,1/10/2013,54.76,55.17,54.3,54.54,14367600,55.09,54.93
166,1/11/2013,55.11,55.24,54.44,55.01,13302600,55.22,55.33
167,1/14/2013,55.09,55.5,54.54,54.67,11596400,55.23,55.39
168,1/15/2013,54.63,54.79,53.68,54.48,13147800,55.13,55.32
169,1/16/2013,54.09,54.42,53.96,54.35,8919000,54.95,55.14
170,1/17/2013,54.79,54.9,54.22,54.5,9013000,54.76,54.9
171,1/18/2013,54.52,55.03,54.15,54.81,13091600,54.6,54.64
172,1/22/2013,55.07,55.07,54.5,54.99,11965000,54.62,54.64
173,1/23/2013,54.88,54.93,54.2,54.46,10900800,54.69,54.68
174,1/24/2013,54.74,54.9,54.06,54.57,23473600,54.61,54.58
175,1/25/2013,56.68,57.27,56.37,56.81,30797200,54.59,54.56
176,1/28/2013,56.84,57.15,55.85,56.02,13224800,54.93,54.67
177,1/29/2013,55.62,56.01,55.29,55.6,12092600,55.17,54.88
178,1/30/2013,55.76,56.2,55.38,56,13147600,55.32,55.08
179,1/31/2013,55.88,56.49,55.75,56.12,10583000,55.49,55.25
180,2/1/2013,56.57,57.1,56.55,56.86,9606200,55.65,55.42
181,2/4/2013,56.35,56.71,55.91,56.09,7926400,56,55.8
182,2/5/2013,56.24,56.45,55.91,56.2,8151400,56.21,56.21
183,2/6/2013,55.9,56.29,55.72,56.05,7449000,56.13,56.04
184,2/7/2013,56.05,56.06,55.15,55.86,9123600,56.13,56.07
185,2/8/2013,55.84,56.65,55.84,56.37,7146400,56.17,56.21
186,2/11/2013,56.52,56.52,55.86,56.14,5457400,56.22,56.27
187,2/12/2013,56,56.55,55.95,56.26,8665600,56.22,56.29
188,2/13/2013,56.46,56.46,55.5,55.83,7022800,56.14,56.11
189,2/14/2013,55.53,55.81,55.35,55.55,8899400,56.1,56.12
190,2/15/2013,55.61,55.7,54.17,54.34,18195800,56.01,56.07
191,2/19/2013,54.36,54.61,54.02,54.45,11761000,55.76,56
192,2/20/2013,54.6,54.84,53.18,53.31,12473000,55.56,55.92
193,2/21/2013,53.07,53.64,52.52,53.35,13897400,55.13,55.61
194,2/22/2013,53.7,54.21,53.28,54.17,11487400,54.73,55.26
195,2/25/2013,54.4,54.71,53.2,53.21,12334000,54.43,54.8
196,2/26/2013,53.43,53.86,52.85,53.28,10611400,54.05,54.36
197,2/27/2013,53.25,54.97,53.08,54.57,12056400,53.73,53.9
198,2/28/2013,54.65,55.17,54.45,54.85,10436400,53.76,53.76
199,3/1/2013,54.63,54.93,54,54.87,8451800,53.82,53.6
200,3/4/2013,54.77,55.72,54.66,55.7,10195000,54.04,53.78
201,3/5/2013,56,56.8,56,56.51,12932000,54.38,54.04
202,3/6/2013,56.76,57.49,56.65,57.1,14925200,54.71,54.18
203,3/7/2013,57.1,58.5,57.09,58.25,18237200,55.27,54.69
204,3/8/2013,58.67,58.97,58.15,58.67,14217800,55.98,55.37
205,3/11/2013,58.4,58.93,58.33,58.61,9898000,56.56,55.86
206,3/12/2013,58.45,58.55,57.98,58.28,11670200,57.1,56.43
207,3/13/2013,58.33,58.8,58.28,58.59,7435400,57.59,57.11
208,3/14/2013,58.52,58.75,57.41,57.68,14723200,58,57.68
209,3/15/2013,57.36,57.86,57.26,57.66,15103000,58.17,58.1
210,3/18/2013,57.06,57.42,56.75,56.93,10521200,58.25,58.38
211,3/19/2013,56.51,56.98,55.96,56.83,13337400,58.06,58.34
212,3/20/2013,57.22,57.61,57,57.43,9622600,57.8,58.12
213,3/21/2013,57.3,57.42,56.75,57.05,8307400,57.63,57.87
214,3/22/2013,57.3,57.75,57.16,57.38,8747600,57.45,57.67
215,3/25/2013,57.53,57.83,56.15,56.69,10581400,57.28,57.34
216,3/26/2013,56.99,57.16,56.71,57.05,6128600,57.14,57.2
217,3/27/2013,56.86,56.95,56.21,56.91,7457000,57.05,57.05
218,3/28/2013,56.93,57.26,56.86,56.95,7620400,57.05,57.08
219,4/1/2013,57.13,57.34,56.65,56.87,7009800,57.07,57.14
220,4/2/2013,57.19,58.33,57.15,58.26,13495800,56.99,57.03
221,4/3/2013,58.4,58.9,57.38,57.7,11272800,57.16,57.06
222,4/4/2013,57.61,58.31,57.61,58.11,7568600,57.2,57.01
223,4/5/2013,57.21,57.88,56.72,57.8,8993600,57.41,57.19
224,4/8/2013,57.83,58.12,57.46,58.12,7344000,57.51,57.31
225,4/9/2013,57.96,58,57.18,57.41,8361200,57.69,57.5
226,4/10/2013,57.64,58.31,57.61,57.8,8577400,57.75,57.7
227,4/11/2013,57.95,58.99,57.8,58.58,10417000,57.89,57.96
228,4/12/2013,58.71,59.71,58.6,59.09,10418400,57.93,57.87
229,4/15/2013,58.66,59.44,57.6,57.71,10700400,58.13,57.98
230,4/16/2013,57.94,58.94,57.72,58.56,8849400,58.07,57.97
231,4/17/2013,58.03,58.55,57.65,58.17,7207400,58.18,58.07
232,4/18/2013,58.36,58.48,57.5,57.72,8920600,58.19,58.08
233,4/19/2013,57.58,58.58,57.54,58.4,8605600,58.23,58.29
234,4/22/2013,58.42,58.87,57.98,58.64,5547400,58.32,58.42
235,4/23/2013,58.84,59.9,58.78,59.39,11324000,58.33,58.36
236,4/24/2013,59.69,59.97,59.13,59.83,10413400,58.37,58.18
237,4/25/2013,60,60.64,59.91,60.5,16609000,58.67,58.42
238,4/26/2013,59.3,60.39,59.2,60,14971000,58.95,58.51
239,4/29/2013,60.35,60.92,60.13,60.58,7401200,59.21,58.77
240,4/30/2013,60.63,60.91,60.31,60.84,8041200,59.62,59.25
241,5/1/2013,60.55,60.68,59.95,60.14,6294600,59.97,59.64
242,5/2/2013,60.44,60.68,59.6,60.38,6238200,60.18,60.03
243,5/3/2013,60.85,61.97,60.7,61.87,9835800,60.32,60.26
244,5/6/2013,62,62.48,61.92,62.48,6997200,60.62,60.46
245,5/7/2013,62.53,62.53,61.71,62.19,7495800,60.9,60.56
246,5/8/2013,62.34,62.44,61.73,62.41,5508200,61.21,60.86
247,5/9/2013,62.66,62.9,62.04,62.36,8277000,61.47,61.08
248,5/10/2013,62.57,63.19,62.39,63.1,7481000,61.69,61.3
249,5/13/2013,63.2,63.23,62.61,62.82,5907000,62.11,61.79
250,5/14/2013,62.92,63.57,62.78,63.52,7510600,62.46,62.31
251,5/15/2013,63.32,64.2,63.22,64.07,9654600,62.7,62.52
252,5/16/2013,64,64.07,63.45,63.55,6661400,62.92,62.63
253,5/17/2013,63.77,64.14,63.5,64.13,6934400,63.12,62.86
254,5/20/2013,64.03,64.61,63.78,63.83,7211800,63.36,63.1
255,5/21/2013,64.04,64.46,63.88,64.25,6589000,63.57,63.4
256,5/22/2013,64.15,64.93,63.96,64.15,11014000,63.74,63.56
257,5/23/2013,63.69,63.82,63.03,63.52,8258400,63.93,63.84
258,5/24/2013,63.08,63.4,62.61,63.36,6507400,63.93,63.94
259,5/28/2013,64.21,64.7,64.04,64.26,7438600,63.83,63.88
260,5/29/2013,63.79,64.1,63.12,63.63,7562400,63.93,63.97
261,5/30/2013,63.87,64.04,63.46,63.47,8799000,63.86,63.91
262,5/31/2013,63.21,64.35,62.79,63.14,10205800,63.81,63.9
263,6/3/2013,63.26,63.54,62.62,63.46,11417600,63.65,63.75
264,6/4/2013,62.61,64.14,62.61,63.33,8622600,63.55,63.6
265,6/5/2013,63.04,63.3,62.31,62.34,8408600,63.52,63.6
266,6/6/2013,62.35,63.06,62.32,63.02,8625400,63.38,63.6
267,6/7/2013,63.41,65.09,63.41,65.04,13753000,63.2,63.34
268,6/10/2013,65.66,66.31,65.48,66.11,12412400,63.4,63.28
269,6/11/2013,65.47,66.11,65.31,65.42,7897600,63.78,63.36
270,6/12/2013,65.82,66,64.26,64.45,10070000,64.1,63.6
271,6/13/2013,64.54,66.19,64.07,65.97,11909800,64.24,63.79
272,6/14/2013,65.95,66.67,65.45,65.6,9854600,64.62,64.12
273,6/17/2013,66.19,66.56,65.71,66.03,8115800,65.09,64.8
274,6/18/2013,66,67.13,65.95,67.1,7453600,65.52,65.43
275,6/19/2013,67.02,67.48,66.41,66.41,10647200,65.81,65.62
276,6/20/2013,65.82,66.32,65.04,65.22,11606600,65.85,65.56
277,6/21/2013,65.71,65.92,64.23,64.69,14709600,65.83,65.66
278,6/24/2013,64,64.58,63.18,64.01,9913200,65.86,66.01
279,6/25/2013,64.53,65.36,64.44,64.74,9857000,65.58,65.91
280,6/26/2013,65.37,66.71,64.89,65.8,9545800,65.46,65.88
281,6/27/2013,66.27,66.5,65.65,65.69,6296000,65.42,65.73
282,6/28/2013,65.51,66.25,65.4,65.51,10836600,65.22,65.26
