id,Actual,SVM,ANN
0,79.88,38.9075411389,45.9597204846
1,79.23,38.4710683418,45.8078029883
2,81.18,38.3683244042,45.9035586055
3,82.49,38.2240361198,46.1916934795
4,79.79,37.538804515,46.579772657
5,80.23,37.3763953178,46.4166869118
6,80.87,37.213845785,46.3588428773
7,80.42,37.0670888066,46.3782774333
8,79.58,37.1132151768,46.3405959712
9,80.61,38.0516543068,46.1357917136
10,81.22,37.9967324989,46.134220748
11,81.29,37.1755437593,46.3326654815
12,82.74,37.1272409004,46.341232282
13,88.22,36.565725176,46.4550686731
14,88.12,36.0143394157,46.6421739046
15,88.34,35.9054575549,46.661876229
16,87.57,35.8618877364,46.6547241478
17,89.05,36.7404639687,46.6309397827
18,87.53,36.0482436284,46.6584929145
19,87.99,36.937155917,46.6340045082
20,88.49,35.5197771862,46.6682251241
21,88.7,34.2561593314,46.670581763
22,89.64,33.8293935065,46.6707401598
23,89.0,33.9545130439,46.6709107829
24,88.82,34.6556549878,46.6708032346
25,91.18,35.8366434912,46.6695067687
26,90.79,35.9293853782,46.6705769135
27,91.83,37.1551762011,46.6702306968
28,91.58,35.9994160857,46.6708281672
29,92.03,37.351712473,46.6490896347
30,93.0,37.086690573,46.6715726767
31,93.17,36.6998777704,46.671922199
32,93.51,36.1737977569,46.6718765857
33,93.58,36.4882128029,46.6724499372
34,93.45,35.9213842826,46.6712788538
35,94.26,36.2763434357,46.6702023162
36,94.55,36.2044311578,46.670675696
37,93.49,35.8372199175,46.6714832541
38,94.23,35.6855217522,46.6712640582
39,94.0,36.4592263218,46.6702044125
40,93.06,36.5413846032,46.6698865631
41,93.63,38.0184874959,46.6495829685
42,92.22,37.4413372723,46.6824297249
43,93.04,38.2656171428,46.6584735926
44,92.18,38.3328159923,46.660253937
45,91.42,38.6864905686,46.5533100215
46,93.38,39.4475622421,45.7949450285
47,93.29,39.4210726147,45.5947274653
48,94.05,39.3329624527,45.7377194247
49,94.39,38.9799760519,45.8992798314
50,95.84,38.8991724228,45.9447355228
51,97.76,38.0355515237,46.6206809522
52,97.46,38.0343372516,46.6538493684
53,97.37,37.963469663,46.6455018999
54,97.92,38.1568082787,46.6580187025
55,95.77,38.002138279,46.6622454462
56,95.08,38.0791969544,46.6644039082
57,95.07,39.3796228347,46.0638469858
58,95.98,39.1127658025,46.1807246393
59,94.7,39.5239572677,46.6598589683
60,93.02,40.1490844587,46.6544029693
61,94.39,45.917708763,46.6535700731
62,94.52,46.0157344309,46.6516792241
63,94.07,41.1578319399,46.6658387045
64,95.23,47.3996127088,46.6285839042
65,47.96,47.4876938037,46.6240195766
66,48.17,36.1927746933,18.2374659886
67,48.5,35.1726715218,19.3336403474
68,48.3,34.4200914046,18.6605369126
69,48.14,33.6824871614,18.3678576868
70,48.25,32.7271768521,18.3234273544
71,47.62,30.9990946351,18.3551693246
72,47.97,31.2497214366,18.3465696077
73,48.37,30.4083218305,18.3536997759
74,48.34,29.5802166945,18.4164937042
75,49.43,29.1602215684,18.3497897787
76,51.84,28.7430543552,18.3547999269
77,50.87,27.3612652748,18.8222598192
78,50.61,26.2877539194,18.3778659656
79,50.65,25.5956638139,18.3713235508
80,49.58,23.9745082319,18.3818079819
81,50.29,23.1228687219,18.3533077232
82,50.45,22.2555092947,18.3905184624
83,49.41,32.6470442373,24.9873347809
84,48.93,22.9748450711,20.4192828363
85,49.35,23.19964732,22.4654416294
86,49.78,23.4937482421,22.5123692523
87,49.5,25.0519422065,23.3613146055
88,49.71,25.143615245,23.4953269582
89,49.59,25.3638749444,23.6287895982
90,50.56,24.2182215267,19.1553217214
91,50.8,26.7909644657,24.2215646247
92,51.18,27.451088339,24.8002781929
93,51.42,29.4810812259,24.7680614047
94,51.03,29.6513850972,24.8814644475
95,51.33,29.0593680899,24.6482465758
96,51.48,29.9594556013,24.7034127379
97,50.84,30.4030689815,24.8600980504
98,51.59,27.2592608925,24.9264288712
99,51.81,27.7280555191,24.929251739
100,51.96,27.6121451337,25.0450675864
101,52.22,28.424901843,25.5461058927
102,51.73,31.98073459,26.8111884699
103,52.12,31.2758596095,26.772775628
104,51.72,31.8460060892,26.7609329373
105,52.19,28.5557058764,26.4944241003
106,51.53,29.4921137284,26.526007612
107,51.54,26.6797878917,24.4911943528
108,52.69,27.6477088122,25.4859159651
109,52.49,31.0058826168,25.247997471
110,52.63,28.9829078764,24.4261564134
111,52.27,29.4489384746,25.7506210748
112,52.97,26.7113083731,24.7453005013
113,53.24,27.7308682638,24.908882306
114,54.11,28.459462394,25.061310379
115,53.93,30.3230795313,25.1381571413
116,53.9,29.393880551,25.7783623556
117,54.12,28.5692594381,23.3092760762
118,53.71,30.5290806789,25.1216109804
119,54.07,27.962158844,22.6894905058
120,54.62,29.9627152251,25.9627020431
121,53.55,31.2371174735,26.0095868486
122,53.62,27.5552078975,22.5105680623
123,53.89,28.4363447837,25.9556427057
124,54.24,29.1815413979,25.4686265982
125,54.31,30.7732241347,26.4892949186
126,54.38,28.6153428782,26.6223928055
127,53.39,27.8910853188,26.7678082052
128,54.05,25.9978304583,25.9652807024
129,54.57,28.6871991633,26.6025383871
130,55.7,31.3010716202,26.8652330159
131,55.75,32.2760206265,26.9310689598
132,55.34,34.1936373766,27.1425320297
133,55.74,31.1019384295,26.9786410911
134,55.69,31.4123648992,27.127067396
135,56.21,30.7869994784,27.0906125209
136,56.2,32.1578499569,27.3706607461
137,56.69,29.6628225501,27.0809355004
138,56.56,30.5144963581,27.1421170453
139,57.29,28.5413295528,26.5684936255
140,56.98,31.9054887174,26.9155726834
141,57.14,31.1645270928,26.8575637881
142,57.51,29.3927265998,26.9326860029
143,58.06,29.4595860073,27.1514010843
144,57.93,29.9857041238,27.2299172587
145,58.19,28.7366225723,26.4670280551
146,58.7,30.3273670906,27.3297069381
147,59.01,30.4392885027,27.3866614923
148,57.23,32.6751523063,28.0240386483
149,57.2,28.7910512983,27.3201522327
150,56.27,28.0611197948,27.0014772547
151,56.35,25.4348697941,25.3022438522
152,56.38,27.1317506368,26.9377016952
153,56.85,26.7678410735,26.850483067
154,57.1,29.8172979865,27.0497361041
155,57.74,29.5369219782,27.1405664928
156,57.83,28.074757445,27.1062115661
157,57.59,28.6516131261,27.2600328636
158,55.81,29.2775814685,27.0037424425
159,52.84,28.6348290255,26.7298959574
160,50.34,31.7994798188,20.4884815157
161,51.09,37.7806674117,18.3603204749
162,53.96,36.8660073681,19.768994445
163,55.95,35.239519564,26.4618256592
164,55.63,35.0856928495,26.8439478844
165,54.71,33.6105313743,26.5181661796
166,53.5,37.1309453781,27.4238924872
167,55.26,36.5720885145,18.4898610179
168,54.69,36.2800468131,18.728317839
169,54.28,35.9321786594,18.3616633205
170,55.21,37.1600311604,18.3490264557
171,54.69,35.6884280422,18.3643130583
172,55.37,36.3167019655,18.3817257192
173,56.53,36.2434290621,18.7975702444
174,56.29,36.9863819536,25.9267722519
175,56.91,37.1813692467,21.6705389694
176,57.26,36.7269645314,21.4759547458
177,57.28,35.7251880465,20.1848798811
178,56.84,36.946049293,26.8192136474
179,57.54,37.6855804228,26.7867262041
180,57.12,38.3813250969,27.0106325191
181,57.79,37.8631376305,26.6861246843
182,58.37,38.3197620989,26.9136404936
183,57.99,38.5498007181,26.952651846
184,55.77,38.5185664336,26.9403934204
185,55.72,37.7530974308,26.8504686217
186,56.84,37.5240295172,26.5235663732
187,57.48,37.6350968026,26.6292866053
188,58.08,37.5919595764,26.8723093756
189,59.04,38.0628295158,26.8519000754
190,58.69,37.974607062,26.9188402825
191,58.78,37.1590904133,26.7009282773
192,59.46,37.2785974061,26.930837911
193,60.07,36.3213572777,27.1400589046
194,60.54,37.7894059339,27.6277043809
195,60.16,37.9422831222,26.6006848421
196,58.82,37.6339123861,27.4390726553
197,59.69,37.7792919992,27.1468418431
198,59.93,38.157398774,27.4740239639
199,60.97,39.5818386171,28.5740613905
200,60.88,40.4243598638,28.651223595
201,60.53,38.7244274576,28.4870588049
202,61.49,37.598140458,27.8458916031
203,62.61,37.311398556,29.3398590889
204,63.43,39.0518819728,32.6372231922
205,62.71,40.2839146144,32.6769325966
206,63.51,38.1621655248,31.8669002099
207,62.5,37.1978228489,40.0463928123
208,62.57,33.8579402387,38.5947140669
209,62.24,36.2326744916,36.4682577696
210,62.8,35.6703124367,43.0649067365
211,61.96,35.6692049291,43.9583603383
212,62.28,34.094500026,41.9173518423
213,61.97,34.1576458406,41.3203096779
214,61.34,33.7639785697,40.0680919639
215,62.18,32.9550342183,36.2084614803
216,61.87,33.5431496699,37.1719599814
217,61.07,37.8908824081,23.7641794012
218,59.74,35.2322680721,30.640689478
219,60.68,36.1649971431,29.5861848885
220,60.55,35.7325999649,29.693656518
221,61.8,35.8565031574,30.0927800348
222,61.46,35.3628453473,31.1947994856
223,61.99,35.3304183191,31.1179486613
224,62.64,35.2674713206,31.4536397284
225,61.96,34.4577695171,33.0364443986
226,62.19,35.2766624085,29.7774811851
227,62.18,34.4493488404,32.837157463
228,61.39,34.5764238383,32.8236987822
229,61.37,35.6984271708,30.6135386283
230,61.22,35.8940420627,30.3746671493
231,59.55,34.6460846017,25.8158837505
232,61.75,34.0451523587,21.1396563932
233,61.89,34.213948204,22.6323289277
234,62.16,33.8787057407,29.4675508737
235,61.18,34.2327734763,29.0664482814
236,61.87,34.4703852972,28.2131261575
237,59.82,34.6424510047,28.092396158
238,59.92,36.7573674401,21.561752182
239,59.98,35.4200007865,27.1560188713
240,60.35,34.8569331531,26.2932326201
241,59.52,34.3320934496,29.2757964246
242,58.62,35.2919487993,28.7332002147
243,59.54,35.9473555058,28.4771134092
244,59.99,35.9970020151,29.3857289066
245,60.34,36.1109281673,29.7475632576
246,60.32,35.9186566133,29.8612013104
247,60.19,35.6006831602,29.3056211897
248,61.13,35.8942078755,28.336461632
249,60.82,35.4594426665,29.2092619634
250,60.03,35.7043593496,26.3490474773
